1	5	70
2	6	70
3	8	70
4	10	70
5	11	70
6	13	70
7	15	70
8	17	70
9	19	70
10	21	70
11	22	70
12	25	70
13	27	70
14	29	70
15	30	70
16	32	70
17	34	70
18	36	70
19	38	70
20	40	70
21	42	70
22	44	70
23	45	70
24	47	70
25	49	70
26	50	70
27	52	70
28	55	70
29	58	70
30	60	70
31	61	70
32	62	70
33	64	70
34	61	70
35	63	70
36	64	70
37	62	70
38	64	70
39	62	70
40	63	70
41	64	70
42	62	70
43	60	70
44	61	70
45	62	70
46	64	70
47	61	70
48	60	70
49	61	70
50	64	70
51	63	70
52	64	70
53	62	70
54	63	70
55	60	70
56	64	70
57	60	70
58	61	70
59	62	70
60	64	70
61	61	70
62	63	70
63	64	70
64	61	70
65	64	70
66	62	70
67	63	70
68	64	70
69	62	70
70	60	70
71	61	70
72	62	70
73	64	70
74	61	70
75	60	70
76	61	70
77	64	70
78	63	70
79	64	70
80	62	70
81	63	70
82	60	70
83	64	70
