1	5	68
2	6	68
3	8	68
4	10	68
5	11	68
6	13	68
7	15	68
8	17	68
9	19	68
10	21	68
11	22	68
12	25	68
13	27	68
14	29	68
15	30	68
16	32	68
17	34	68
18	36	68
19	38	68
20	40	68
21	42	68
22	44	68
23	45	68
24	47	68
25	49	68
26	50	68
27	52	68
28	55	68
29	58	68
30	60	68
31	61	68
32	62	68
33	64	68
34	61	68
35	63	68
36	64	68
37	62	68
38	64	68
39	62	68
40	63	68
41	64	68
42	62	68
43	60	68
44	61	68
45	62	68
46	64	68
47	61	68
48	60	68
49	61	68
50	64	68
51	63	68
52	64	68
53	62	68
54	63	68
55	60	68
56	64	68
57	60	68
58	61	68
59	62	68
60	64	68
61	61	68
62	63	68
63	64	68
64	61	68
65	64	68
66	62	68
67	63	68
68	64	68
69	62	68
70	60	68
71	61	68
72	62	68
73	64	68
74	61	68
75	60	68
76	61	68
77	64	68
78	63	68
79	64	68
80	62	68
81	63	68
82	60	68
83	64	68
