1	5	75
2	6	75
3	8	75
4	10	75
5	11	75
6	13	75
7	15	75
8	17	75
9	19	75
10	21	75
11	22	75
12	25	75
13	27	75
14	29	75
15	30	75
16	32	75
17	34	75
18	36	75
19	38	75
20	40	75
21	42	75
22	44	75
23	45	75
24	47	75
25	49	75
26	50	75
27	52	75
28	55	75
29	58	75
30	60	75
31	61	75
32	62	75
33	64	75
34	61	75
35	63	75
36	64	75
37	62	75
38	64	75
39	62	75
40	63	75
41	64	75
42	62	75
43	60	75
44	61	75
45	62	75
46	64	75
47	61	75
48	60	75
49	61	75
50	64	75
51	63	75
52	64	75
53	62	75
54	63	75
55	60	75
56	64	75
57	60	75
58	61	75
59	62	75
60	64	75
61	61	75
62	63	75
63	64	75
64	61	75
65	64	75
66	62	75
67	63	75
68	64	75
69	62	75
70	60	75
71	61	75
72	62	75
73	64	75
74	61	75
75	60	75
76	61	75
77	64	75
78	63	75
79	64	75
80	62	75
81	63	75
82	60	75
83	64	75
