1	5	72
2	6	72
3	8	72
4	10	72
5	11	72
6	13	72
7	15	72
8	17	72
9	19	72
10	21	72
11	22	72
12	25	72
13	27	72
14	29	72
15	30	72
16	32	72
17	34	72
18	36	72
19	38	72
20	40	72
21	42	72
22	44	72
23	45	72
24	47	72
25	49	72
26	50	72
27	52	72
28	55	72
29	58	72
30	60	72
31	61	72
32	62	72
33	64	72
34	61	72
35	63	72
36	64	72
37	62	72
38	64	72
39	62	72
40	63	72
41	64	72
42	62	72
43	60	72
44	61	72
45	62	72
46	64	72
47	61	72
48	60	72
49	61	72
50	64	72
51	63	72
52	64	72
53	62	72
54	63	72
55	60	72
56	64	72
57	60	72
58	61	72
59	62	72
60	64	72
61	61	72
62	63	72
63	64	72
64	61	72
65	64	72
66	62	72
67	63	72
68	64	72
69	62	72
70	60	72
71	61	72
72	62	72
73	64	72
74	61	72
75	60	72
76	61	72
77	64	72
78	63	72
79	64	72
80	62	72
81	63	72
82	60	72
83	64	72
