1	5	73
2	6	73
3	8	73
4	10	73
5	11	73
6	13	73
7	15	73
8	17	73
9	19	73
10	21	73
11	22	73
12	25	73
13	27	73
14	29	73
15	30	73
16	32	73
17	34	73
18	36	73
19	38	73
20	40	73
21	42	73
22	44	73
23	45	73
24	47	73
25	49	73
26	50	73
27	52	73
28	55	73
29	58	73
30	60	73
31	61	73
32	62	73
33	64	73
34	61	73
35	63	73
36	64	73
37	62	73
38	64	73
39	62	73
40	63	73
41	64	73
42	62	73
43	60	73
44	61	73
45	62	73
46	64	73
47	61	73
48	60	73
49	61	73
50	64	73
51	63	73
52	64	73
53	62	73
54	63	73
55	60	73
56	64	73
57	60	73
58	61	73
59	62	73
60	64	73
61	61	73
62	63	73
63	64	73
64	61	73
65	64	73
66	62	73
67	63	73
68	64	73
69	62	73
70	60	73
71	61	73
72	62	73
73	64	73
74	61	73
75	60	73
76	61	73
77	64	73
78	63	73
79	64	73
80	62	73
81	63	73
82	60	73
83	64	73
